"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","fieldNumber","comments"
"67",NA,"Universidade Federal do Ceará, UFC","EAC","31365","Copaifera arenicola (Ducke) J.Costa & L.P.Queiroz","Fabaceae","Copaifera","arenicola",NA,"(Ducke) J.Costa & L.P.Queiroz","Castro, A.S.F.","2010-01-28T00:00:00.000+0000",NA,"1159","Castro, A.S.F.",2002,1,24,"Brazil","Ceará","São Gonçalo do Amarante","Estação Ecológica do Pécem. Arbóreo",0,0,"Tabuleiro litorâneo","BRA:UFC:EAC:0000031365",NA,"Copaifera arenicola (Ducke) J.Costa & L.P.Queiroz",NA,NA,NA
"68",NA,"UEFS","HUEFS","60896","Copaifera cearensis Huber ex Ducke","Fabaceae","Copaifera","cearensis",NA,"Huber ex Ducke","L.P.de Queiroz","2002-06-01T00:00:00.000+0000",NA,"7186","Queiroz, L.P.de",2002,6,26,"Brazil","Bahia","Canudos","ca. 6 Km SE de Canudos na estrada para Estação Biológica de Canudos (Biodiversitas).",-38.986944,-9.922778,"Caatinga aberta sobre solo arenoso com afloramentos de arenito vermelho.","BRA:UEFS:HUEFS:0000060896",NA,"Copaifera cearensis Huber ex Ducke",NA,NA,NA
"69",NA,"UEFS","HUEFS","60945","Copaifera cearensis Huber ex Ducke","Fabaceae","Copaifera","cearensis",NA,"Huber ex Ducke",NA,NA,NA,"7235","Queiroz, L.P.de",2002,6,27,"Brazil","Bahia","Canudos","Estação Biológica de Canudos (Biodiversitas).",-38.988611,-9.942778,"Caatinga arbusto-arbórea densa sobre solo arenoso avermelhado.","BRA:UEFS:HUEFS:0000060945",NA,"Copaifera cearensis Huber ex Ducke",NA,NA,NA
"70","2012-09-06T00:00:00.000+0000","K","Herbarium","K000834483","Copaifera cearensis Huber ex Ducke","Fabaceae","Copaifera","cearensis",NA,"Huber ex Ducke",NA,NA,NA,"170","Pacheco, L.M.; Moreira, T.A.; Índio Agnor; Correia, C.",2002,9,22,"Brazil",NA,"Banzaê","Povoado de Marcação, Morro do Licuri, área indígina Kiriri.",-38.67,-10.65,NA,"http://specimens.kew.org/herbarium/K000834483",NA,"Copaifera cearensis Huber ex Ducke",NA,NA,NA
"71",NA,"UEFS","HUEFS","67808","Copaifera cearensis Huber ex Ducke","Fabaceae","Copaifera","cearensis",NA,"Huber ex Ducke","J.Costa","2004-12-01T00:00:00.000+0000",NA,"170","Correia, C.",2002,9,22,"Brazil","Bahia","Banzae","Povoado de Marcação, Morro do Licuri, área indígina Kiriri.",-38.668889,-10.6525,"Caatinga.","BRA:UEFS:HUEFS:0000067808",NA,"Copaifera cearensis Huber ex Ducke",NA,NA,NA
"72",NA,"Universidade Federal do Ceará, UFC","EAC","30763","Copaifera arenicola (Ducke) J.Costa & L.P.Queiroz","Fabaceae","Copaifera","arenicola",NA,"(Ducke) J.Costa & L.P.Queiroz","Castro, A.S.F.","2001-05-06T00:00:00.000+0000",NA,"966","Castro, A.S.F.",2001,5,6,"Brazil","Ceará","Aquiraz","próximo a praia do Japão. Arbóreo, solo arenoso",0,0,"Dunas","BRA:UFC:EAC:0000030763",NA,"Copaifera arenicola (Ducke) J.Costa & L.P.Queiroz",NA,NA,NA
"73",NA,"IPA","IPA","59325","Copaifera arenicola (Ducke) J.Costa & L.P.Queiroz","Fabaceae","Copaifera","arenicola",NA,"(Ducke) J.Costa & L.P.Queiroz","Gomes-Silva, A.","2009-08-19T00:00:00.000+0000",NA,"63","Cestaro, L.A.",2001,8,2,"Brazil","Rio Grande do Norte","Macaíba","Mata de tabuleiro. Mata do Bebo. Colégio Agrícola de Jundiaí. Solo arenoso",-35.35,-5.866667,"Árvore de 7m de altura. Abundante","BRA:IPA:IPA:0000059325",NA,"Copaifera arenicola (Ducke) J.Costa & L.P.Queiroz",NA,NA,NA
"74","2017-10-19T02:58:51.000+0000","JBRJ","RB","RB00143146","Copaifera cearensis Huber ex Ducke","Fabaceae","Copaifera","cearensis",NA,"Huber ex Ducke","L.A.Ceastaro",NA,NA,"010063","L.A.Ceastaro",2001,8,2,"Brazil","Rio Grande do Norte","Macaíba","Mata do Bebo, Colégio Agrícolade Jundiaí.",-35.35,-5.883333,"Árvore, 7,00m altura, sem flores","urn:catalog:JBRJ:RB:143146",NA,"Copaifera cearensis Huber ex Ducke",NA,NA,NA
"75",NA,"UEFS","HUEFS","76261","Copaifera cearensis var. cearensis","Fabaceae","Copaifera","cearensis","cearensis","var. cearensis","J.Costa","2006-12-01T00:00:00.000+0000",NA,"1799","Barbosa, M.R.",1999,1,16,"Brazil","Paraíba","São José da Lagoa Tapada","Serra de Santa Catarina",NA,NA,NA,"BRA:UEFS:HUEFS:0000076261",NA,"Copaifera cearensis var. cearensis",NA,NA,NA
"76","2017-10-19T02:58:52.000+0000","JBRJ","RB","RB00143157","Copaifera cearensis Huber ex Ducke","Fabaceae","Copaifera","cearensis",NA,"Huber ex Ducke",NA,NA,NA,"990109","L.A.Caestaro",1999,2,3,"Brazil","Rio Grande do Norte","Parnamirim","CATRE-Min. Areonáutica.",-30.225,-5.908333,"Árvore 8,00m altura, flor branca","urn:catalog:JBRJ:RB:143157",NA,"Copaifera cearensis Huber ex Ducke",NA,NA,NA
"77",NA,"IPA","IPA","59326","Copaifera arenicola (Ducke) J.Costa & L.P.Queiroz","Fabaceae","Copaifera","arenicola",NA,"(Ducke) J.Costa & L.P.Queiroz","Gomes-Silva, A.","2009-08-19T00:00:00.000+0000",NA,"109","Cestaro, L.A.",1999,3,2,"Brazil","Rio Grande do Norte","Parnamirim","CATRE - Ministério da Agricultura. Solo arenoso",-35.225,-5.908333,"Árvore 8m de altura, flor branca","BRA:IPA:IPA:0000059326",NA,"Copaifera arenicola (Ducke) J.Costa & L.P.Queiroz",NA,NA,NA
"78","2017-10-19T02:14:05.000+0000","JBRJ","RB","RB00143162","Copaifera cearensis Huber ex Ducke","Fabaceae","Copaifera","cearensis",NA,"Huber ex Ducke",NA,NA,NA,"990148","L.A.Cestaro",1999,6,25,"Brazil","Rio Grande do Norte","Macaíba","Colégio Agrícola de Jundiaí.",-35.35,-5.891667,"Árvore 6,00m altura, sem flores.","urn:catalog:JBRJ:RB:143162",NA,"Copaifera cearensis Huber ex Ducke",NA,NA,NA
"79",NA,"Universidade Federal da Bahia (UFBA)","ALCB","042892","Copaifera cearensis var. arenicola Ducke","Fabaceae","Copaifera","cearensis","arenicola","var. arenicola Ducke","Costa, J","2006-10-05T00:00:00.000+0000",NA,"02","Batista, MA",1998,2,3,"Brazil","Bahia","Tucano","Nordeste, Faz. Tabuleiro",-38.783333,-10.95,"6,0 m. Folhas coriáceas, discolores. Inflorescência em cacho, flores alvas. Rara.; substrato arenoso.","BRA:UFBA:ALCB:0000042892",NA,"Copaifera cearensis var. arenicola Ducke",NA,NA,NA
"80",NA,"UEFS","HUEFS","72693","Copaifera cearensis Huber ex Ducke","Fabaceae","Copaifera","cearensis",NA,"Huber ex Ducke","J.Costa","2006-12-01T00:00:00.000+0000",NA,"EAC24489","Silveira, E.",1996,11,9,"Brazil","Ceará","Crato","Barreiro Grande.",NA,NA,"Mata.","BRA:UEFS:HUEFS:0000072693",NA,"Copaifera cearensis Huber ex Ducke",NA,NA,NA
"81",NA,"UEFS","HUEFS","72694","Copaifera cearensis Huber ex Ducke","Fabaceae","Copaifera","cearensis",NA,"Huber ex Ducke","J.Costa","2006-12-01T00:00:00.000+0000",NA,"EAC23172","Cavalcanti, F.S.",1995,10,7,"Brazil","Ceará","Crato","Barreiro Grande.",NA,NA,"Solo argilo-arenoso","BRA:UEFS:HUEFS:0000072694",NA,"Copaifera cearensis Huber ex Ducke",NA,NA,NA
"82","2010-10-02T00:00:00.000+0000","E","E","E00181074","Copaifera arenicola (Ducke) J.Costa & L.P.Queiroz","Fabaceae","Copaifera","arenicola",NA,"(Ducke) J.Costa & L.P.Queiroz",NA,NA,NA,"388","De Oliveira Filho, Ary Teixeira",1990,1,15,"Brazil",NA,NA,NA,NA,NA,NA,"http://data.rbge.org.uk/herb/E00181074",NA,"Copaifera arenicola (Ducke) J.Costa & L.P.Queiroz",NA,NA,NA
"83",NA,"IPA","IPA","52439","Copaifera arenicola (Ducke) J.Costa & L.P.Queiroz","Fabaceae","Copaifera","arenicola",NA,"(Ducke) J.Costa & L.P.Queiroz","Gomes-Silva, A.","2009-08-19T00:00:00.000+0000",NA,"26","Trindade, A.",1990,6,28,"Brazil","Rio Grande do Norte","Natal","Parque Estadual das Dunas",0,0,"Árvore mais ou menos 1,5 m de diâmetro. Folhas opostas acuminadas, curto pecíolo e os bordos sempre voltados para a face inferior. Produz óleo que é usado como cicatrizante","BRA:IPA:IPA:0000052439",NA,"Copaifera arenicola (Ducke) J.Costa & L.P.Queiroz",NA,NA,NA
"84",NA,"UFRPE","PEUFR","12026","Copaifera cearensis Huber ex Ducke","Fabaceae","Copaifera","cearensis",NA,"Huber ex Ducke",NA,NA,NA,NA,"A. Trindade",1990,6,28,"Brazil","Rio Grande do Norte","Natal","Parque Estadual das Dunas",NA,NA,"Árvore de +/- 12 m de alt. com 1,5 m de diâmetro; flores opostas, acuminadas, curto pecíolo e os bordos sempre voltados para a face inferior","BRA:UFRPE:PEUFR:0000012026",NA,"Copaifera cearensis Huber ex Ducke",NA,NA,NA
"85",NA,"UEFS","HUEFS","72696","Copaifera cearensis var. cearensis","Fabaceae","Copaifera","cearensis","cearensis","var. cearensis","J.Costa","2003-10-01T00:00:00.000+0000",NA,"EAC17048","Fernandes, A.",1990,11,24,"Brazil","Ceará","Alcântara","Serra da Meruoca.",NA,NA,"Capoeira (mata úmida).","BRA:UEFS:HUEFS:0000072696",NA,"Copaifera cearensis var. cearensis",NA,NA,NA
"86",NA,"Universidade Federal do Ceará, UFC","EAC","15184","Copaifera arenicola (Ducke) J.Costa & L.P.Queiroz","Fabaceae","Copaifera","arenicola",NA,"(Ducke) J.Costa & L.P.Queiroz","Fernandes, A.; Nunes, E.","1989-10-04T00:00:00.000+0000",NA,"s.n.","Fernandes, A.",1988,12,18,"Brazil","Ceará","Aquiraz","Caponga. Arbóreo, 5m",0,0,"Restinga","BRA:UFC:EAC:0000015184",NA,"Copaifera arenicola (Ducke) J.Costa & L.P.Queiroz",NA,NA,NA
"87",NA,"UEFS","HUEFS","138972","Copaifera arenicola (Ducke) J.Costa & L.P.Queiroz","Fabaceae","Copaifera","arenicola",NA,"(Ducke) J.Costa & L.P.Queiroz","J.Costa","2011-04-01T00:00:00.000+0000",NA,"EAC19037","Fernandes, A.",1987,1,9,"Brazil","Ceará","Aquiraz","Barco Preto.",NA,NA,NA,"BRA:UEFS:HUEFS:0000138972",NA,"Copaifera arenicola (Ducke) J.Costa & L.P.Queiroz",NA,NA,NA
"89",NA,"Universidade Federal da Bahia (UFBA)","ALCB","022676","Copaifera cearensis var. arenicola Ducke","Fabaceae","Copaifera","cearensis","arenicola","var. arenicola Ducke","Costa, J","2006-10-06T00:00:00.000+0000",NA,"64","Silva, LB da; Mattos Silva, LA; Silva, GO",1987,2,22,"Brazil","Bahia","Rodelas","Nordeste, de Cruz Grande à Dunas de Surubabel",-38.75,-9.85,"5m de altura. 6m de diâmetro da copa. Folhas semicoriáceas. flores alvas com androceu e gineceu grandes. Botões esverdeados (grande quantitade).","BRA:UFBA:ALCB:0000022676",NA,"Copaifera cearensis var. arenicola Ducke",NA,NA,NA
"90",NA,"UEFS","HUEFS","140642","Copaifera arenicola (Ducke) J.Costa & L.P.Queiroz","Fabaceae","Copaifera","arenicola",NA,"(Ducke) J.Costa & L.P.Queiroz","J.Costa","2011-04-01T00:00:00.000+0000",NA,"EAC12730","Fernandes, A.",1984,6,29,"Brazil","Piauí","Piracuruca",NA,NA,NA,NA,"BRA:UEFS:HUEFS:0000140642",NA,"Copaifera arenicola (Ducke) J.Costa & L.P.Queiroz",NA,NA,NA
"92",NA,"UEFS","HUEFS","141589","Copaifera arenicola (Ducke) J.Costa & L.P.Queiroz","Fabaceae","Copaifera","arenicola",NA,"(Ducke) J.Costa & L.P.Queiroz","J.Costa","2014-03-01T00:00:00.000+0000",NA,"EAC12929","Figueiredo, M.A.",1984,11,9,"Brazil","Rio Grande do Norte",NA,"Lagoa Salgada.",NA,NA,NA,"BRA:UEFS:HUEFS:0000141589",NA,"Copaifera arenicola (Ducke) J.Costa & L.P.Queiroz",NA,NA,NA
"93","2011-10-17T14:46:22.000+0000","K","Herbarium","K000057332","Copaifera arenicola (Ducke) J.Costa & L.P.Queiroz","Fabaceae","Copaifera","arenicola",NA,"(Ducke) J.Costa & L.P.Queiroz","Costa, J.","2011-07-20T00:00:00.000+0000",NA,"556","Queiroz, L.P.",1983,6,9,"Brazil",NA,"Paulo Afonso","Estação Ecológica do Raso da Catarina.",NA,NA,NA,"http://specimens.kew.org/herbarium/K000057332",NA,"Copaifera arenicola (Ducke) J.Costa & L.P.Queiroz",NA,NA,NA
"94","2011-10-17T14:45:19.000+0000","K","Herbarium","K000057333","Copaifera arenicola (Ducke) J.Costa & L.P.Queiroz","Fabaceae","Copaifera","arenicola",NA,"(Ducke) J.Costa & L.P.Queiroz","Costa, J.","2011-07-20T00:00:00.000+0000",NA,"s.n.","Filho, C.B.",1982,12,17,"Brazil",NA,"Paulo Afonso","Estação Ecológica do Raso da Catarina.",NA,NA,NA,"http://specimens.kew.org/herbarium/K000057333",NA,"Copaifera arenicola (Ducke) J.Costa & L.P.Queiroz",NA,NA,NA
"95","2011-10-17T14:38:09.000+0000","K","Herbarium","K000057336","Copaifera arenicola (Ducke) J.Costa & L.P.Queiroz","Fabaceae","Copaifera","arenicola",NA,"(Ducke) J.Costa & L.P.Queiroz","Costa, J.","2011-07-20T00:00:00.000+0000",NA,"451","Bautista, H.P.",1981,5,15,"Brazil",NA,"Paulo Afonso","Raso da Catarina (Jeremoabo-Paulo Afonso).",NA,NA,NA,"http://specimens.kew.org/herbarium/K000057336",NA,"Copaifera arenicola (Ducke) J.Costa & L.P.Queiroz",NA,NA,NA
"96","2007-03-20T14:26:02.000+0000","K","Herbarium","K000057331","Copaifera cearensis Huber ex Ducke","Fabaceae","Copaifera","cearensis",NA,"Huber ex Ducke",NA,NA,NA,"107","Gonçalves, L.M.C.",1981,5,27,"Brazil",NA,"Tucano",NA,-38.62,-10.87,NA,"http://specimens.kew.org/herbarium/K000057331",NA,"Copaifera cearensis Huber ex Ducke",NA,NA,NA
"97",NA,"NY","NY","470911","Copaifera arenicola (Ducke) J.Costa & L.P.Queiroz","Fabaceae","Copaifera","arenicola",NA,"(Ducke) J.Costa & L.P.Queiroz","J. Silva Costa","2013-01-01T00:00:00.000+0000",NA,"107","L. M. C. GonÃ§alves",1981,5,27,"Brazil","Bahia",NA,NA,-38.62,-10.87,NA,"2b576d7f-df4c-43de-87a3-4de376778936",NA,"Copaifera arenicola (Ducke) J.Costa & L.P.Queiroz",NA,NA,NA
"98","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","90530","Copaifera cearensis Huber ex Ducke","Fabaceae","Copaifera","cearensis",NA,"Huber ex Ducke",NA,NA,NA,"6470","Langenheim, JH",1979,5,30,"Brazil","Ceará",NA,"Ao longo da estrada  Sobral-Tianguá.",NA,NA,NA,"urn:catalog:inpa:herbarium:81100",NA,"Copaifera cearensis Huber ex Ducke",NA,NA,NA
"99","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","90529","Copaifera cearensis Huber ex Ducke","Fabaceae","Copaifera","cearensis",NA,"Huber ex Ducke",NA,NA,NA,"6469","Langenheim, JH",1979,5,30,"Brazil","Ceará",NA,"Ao longo da estrada  Sobral-Tianguá.",NA,NA,NA,"urn:catalog:inpa:herbarium:81099",NA,"Copaifera cearensis Huber ex Ducke",NA,NA,NA
"100","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","90533","Copaifera cearensis Huber ex Ducke","Fabaceae","Copaifera","cearensis",NA,"Huber ex Ducke","Ramos, J.F.","1998-04-01T00:00:00.000+0000",NA,"6473","Langenheim, JH",1979,5,30,"Brazil","Ceará",NA,"Distrito de Tianguá, 2 Km da Rodovia Fortaleza-Terezina.",NA,NA,NA,"urn:catalog:inpa:herbarium:81103",NA,"Copaifera cearensis Huber ex Ducke",NA,NA,NA
"101",NA,"UEFS","HUEFS","141592","Copaifera arenicola (Ducke) J.Costa & L.P.Queiroz","Fabaceae","Copaifera","arenicola",NA,"(Ducke) J.Costa & L.P.Queiroz","J.Costa","2014-03-01T00:00:00.000+0000",NA,NA,"Fernandes, A.",1978,6,30,"Brazil","Paraíba","Teixeira","Encosta do Pico do Jabre.",NA,NA,NA,"BRA:UEFS:HUEFS:0000141592",NA,"Copaifera arenicola (Ducke) J.Costa & L.P.Queiroz",NA,NA,NA
"102",NA,"Universidade Federal da Bahia (UFBA)","ALCB","01572","Copaifera cearensis var. arenicola Ducke","Fabaceae","Copaifera","cearensis","arenicola","var. arenicola Ducke","Costa, J","2006-10-05T00:00:00.000+0000",NA,"s/n","Pinto, GCP",1971,4,NA,"Brazil","Bahia","Baixa Grande","Paraguaçu",-40.166667,-11.95,"Pequena.","BRA:UFBA:ALCB:0000001572",NA,"Copaifera cearensis var. arenicola Ducke",NA,NA,NA
"103",NA,"IPA","IPA","10871","Copaifera arenicola (Ducke) J.Costa & L.P.Queiroz","Fabaceae","Copaifera","arenicola",NA,"(Ducke) J.Costa & L.P.Queiroz","Gomes-Silva, A.","2009-08-19T00:00:00.000+0000",NA,"494","Guedes, T.N.",1958,1,26,"Brazil","Ceará",NA,"Serra do Besouro, Sítio Serrinha, mata",0,0,"Árvore grande de 20m de altura","BRA:IPA:IPA:0000010871",NA,"Copaifera arenicola (Ducke) J.Costa & L.P.Queiroz",NA,NA,NA
"104",NA,"Universidade Federal da Paraíba, UFPB","EAN","2900","Copaifera cearensis Huber ex Ducke","Fabaceae","Copaifera","cearensis",NA,"Huber ex Ducke",NA,NA,NA,"494",NA,1958,1,26,"Brazil",NA,"Serra do Bisouro","Serrinha",NA,NA,"Árvore grande de 20 metros de altura.","BRA:UFPB:EAN:0000002900",NA,"Copaifera cearensis Huber ex Ducke",NA,NA,NA
"107",NA,"US","Botany","2341243","Copaifera cearensis Huber ex Ducke","Fabaceae","Copaifera","cearensis",NA,"Huber ex Ducke",NA,NA,NA,"s.n.","D. Lima",1956,NA,NA,"Brazil","Bahia",NA,"Cicero damtas",NA,NA,NA,"http://n2t.net/ark:/65665/31fdd6580-4d6d-473a-8aa4-504ef1f48cf8",NA,"Copaifera cearensis Huber ex Ducke",NA,NA,NA
"108",NA,"MN","R-TIPOS","76685","Copaifera cearensis Huber ex Ducke","Fabaceae","Copaifera","cearensis",NA,"Huber ex Ducke",NA,NA,"ISOTYPE","2446","Ducke, W.A.",1955,2,19,"Brazil","Ceará",NA,"Alto da Giboia",NA,NA,NA,"BRA:MN:R-TIPOS:0000076685",NA,"Copaifera cearensis Huber ex Ducke",NA,NA,NA
"112",NA,"Universidade Federal do Ceará, UFC","EAC","1087","Copaifera cearensis Huber ex Ducke","Fabaceae","Copaifera","cearensis",NA,"Huber ex Ducke","Fernandes, A.","1956-05-15T00:00:00.000+0000",NA,"2368","Ducke, A.",1955,6,16,"Brazil","Ceará","Fortaleza","mata do Diogo.",0,0,"Mata","BRA:UFC:EAC:0000001087",NA,"Copaifera cearensis Huber ex Ducke",NA,NA,NA
"114","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","94696","Copaifera cearensis Huber ex Ducke","Fabaceae","Copaifera","cearensis",NA,"Huber ex Ducke","Ramos, J.F.","1998-04-01T00:00:00.000+0000",NA,"s.n.","S.Col.",1955,7,6,"Brazil","Ceará",NA,"Sítio São José, Serra da Aratanha.",NA,NA,NA,"urn:catalog:inpa:herbarium:168055",NA,"Copaifera cearensis Huber ex Ducke",NA,NA,NA
"118",NA,"UEFS","HUEFS","89838","Copaifera cearensis Huber ex Ducke","Fabaceae","Copaifera","cearensis",NA,"Huber ex Ducke",NA,NA,NA,NA,"Bezerra, P.",1955,8,NA,"Brazil","Ceará",NA,"Serra Aratanha, síto são josé.",NA,NA,NA,"BRA:UEFS:HUEFS:0000089838",NA,"Copaifera cearensis Huber ex Ducke",NA,NA,NA
"120",NA,"IPA","IPA","8105","Copaifera arenicola (Ducke) J.Costa & L.P.Queiroz","Fabaceae","Copaifera","arenicola",NA,"(Ducke) J.Costa & L.P.Queiroz","Gomes-Silva, A.",NA,NA,"IPA-8105","Bezerra, P.",1955,8,NA,"Brazil","Ceará",NA,"Serra Aratanha, Sítio São José",0,0,"Arilo amarelo saturado","BRA:IPA:IPA:0000008105",NA,"Copaifera arenicola (Ducke) J.Costa & L.P.Queiroz",NA,NA,NA
"122",NA,"IPA","IPA","8108","Copaifera arenicola (Ducke) J.Costa & L.P.Queiroz","Fabaceae","Copaifera","arenicola",NA,"(Ducke) J.Costa & L.P.Queiroz","Gomes-Silva, A.","2009-08-19T00:00:00.000+0000",NA,"IPA-8108","Linhares, F.",1955,9,NA,"Brazil","Ceará",NA,"Serra do Baturité, Guaramiranga",0,0,"Arilo amarelo tendente alaranjado","BRA:IPA:IPA:0000008108",NA,"Copaifera arenicola (Ducke) J.Costa & L.P.Queiroz",NA,NA,NA
"125",NA,"UEFS","HUEFS","75764","Copaifera cearensis Huber ex Ducke","Fabaceae","Copaifera","cearensis",NA,"Huber ex Ducke",NA,NA,"TYPE","-2446-","Ducke, A.",1955,12,22,"Brazil","Ceará","Fortaleza","Alto da Gibóia.",NA,NA,"Mata","BRA:UEFS:HUEFS:0000075764",NA,"Copaifera cearensis Huber ex Ducke",NA,NA,NA
"129",NA,"MN","R-TIPOS","76689","Copaifera cearensis var. arenicola Ducke","Fabaceae","Copaifera","cearensis","arenicola","var. arenicola Ducke",NA,NA,NA,"2368","Ducke, W.A.",1954,11,14,"Brazil","Ceará","Fortaleza","Mata do Diogo",NA,NA,NA,"BRA:MN:R-TIPOS:0000076689",NA,"Copaifera cearensis var. arenicola Ducke",NA,NA,NA
"133","2011-10-17T14:43:45.000+0000","K","Herbarium","K000057335","Copaifera arenicola (Ducke) J.Costa & L.P.Queiroz","Fabaceae","Copaifera","arenicola",NA,"(Ducke) J.Costa & L.P.Queiroz","Costa, J.","2011-07-20T00:00:00.000+0000",NA,"2368","Ducker, A.",1954,11,14,"Brazil",NA,"Fortaleza","Mata do Diogo (Barrado Cocó).",NA,NA,NA,"http://specimens.kew.org/herbarium/K000057335",NA,"Copaifera arenicola (Ducke) J.Costa & L.P.Queiroz",NA,NA,NA
"139","2014-07-22T08:13:01.000+0000","JBRJ","RB","RB00143169","Copaifera cearensis Huber ex Ducke","Fabaceae","Copaifera","cearensis",NA,"Huber ex Ducke",NA,NA,NA,NA,"A. Ducke",1946,6,27,"Brazil","Ceará","Crato","Terras altas dos arredores da cidade.",NA,NA,"Arvore mediana, arilo salmão","urn:catalog:JBRJ:RB:143169",NA,"Copaifera cearensis Huber ex Ducke",NA,NA,NA
"140","2017-10-18T17:56:02.000+0000","JBRJ","RB","RB00539535","Copaifera cearensis Huber ex Ducke","Fabaceae","Copaifera","cearensis",NA,"Huber ex Ducke",NA,NA,"PARATYPE","5","Bezerra, P.",1946,6,17,"Brazil","Ceará","Massapê","numa mata a margem esquerda da rodagem Fortaleza - Russas, Giboia.",NA,NA,"árvore pequena","urn:catalog:JBRJ:RB:539535",NA,"Copaifera cearensis Huber ex Ducke",NA,NA,NA
"141","2014-07-07T18:29:31.000+0000","JBRJ","RB","RB00545360","Copaifera cearensis Huber ex Ducke","Fabaceae","Copaifera","cearensis",NA,"Huber ex Ducke",NA,NA,"PARATYPE","616","Eugênio, J.",1937,NA,NA,"Brazil","Ceará","Baturité","Serra de Baturité, sítio B. Inácio de Azevedo.",NA,NA,"nome vulgar: ""Pau d´óleo"". Árvore","urn:catalog:JBRJ:RB:545360",NA,"Copaifera cearensis Huber ex Ducke",NA,NA,NA
"143","2017-10-19T10:40:17.000+0000","JBRJ","RB","RB00539529","Copaifera cearensis Huber ex Ducke","Fabaceae","Copaifera","cearensis",NA,"Huber ex Ducke",NA,NA,"PARATYPE","293","Zehntner",1912,8,NA,"Brazil","Bahia","Bahia","Gruva.",NA,NA,"Nome vulgar: ""Copaúba"" Baum mit habitus des Jatobá, mit feineren Blättern. Der Baum liefert das óleo de Copaúba. Bei Gruva, die ersten Bäume begegnet.","urn:catalog:JBRJ:RB:539529",NA,"Copaifera cearensis Huber ex Ducke",NA,NA,NA
"144","2017-10-18T14:09:59.000+0000","JBRJ","RB","RB00539531","Copaifera cearensis Huber ex Ducke","Fabaceae","Copaifera","cearensis",NA,"Huber ex Ducke",NA,NA,"PARATYPE",NA,"Ducke, A.",1909,4,23,"Brazil","Ceará","Baturité","Bico Alto perto da ladeira do sertão, Serra de Baturité.",NA,NA,"Ex herbario Amazonico Museu Paraense MG 2082","urn:catalog:JBRJ:RB:539531",NA,"Copaifera cearensis Huber ex Ducke",NA,NA,NA
"148",NA,"UFPB","JPB","2563","Copaifera cearensis var. cearensis","Fabaceae","Copaifera","cearensis","cearensis","var. cearensis","Costa, J","2006-12-01T00:00:00.000+0000",NA,"1799","Barbosa, MR; et al.",1900,1,1,"Brazil","Paraíba","São José da Lagoa Tapada",NA,0,0,NA,"BRA:UFPB:JPB:0000002563",NA,"Copaifera cearensis var. cearensis",NA,NA,NA
"149",NA,"Instituto de Botânica, IBT","SP","31870","Copaifera arenicola (Ducke) J.Costa & L.P.Queiroz","Fabaceae","Copaifera","arenicola",NA,"(Ducke) J.Costa & L.P.Queiroz","Costa, J","2011-04-14T00:00:00.000+0000",NA,"1929","Gardner, G",1837,NA,NA,"Brazil","Ceará",NA,"Serra do Araripe",0,0,NA,"BRA:IBt:SP:0000031870",NA,"Copaifera arenicola (Ducke) J.Costa & L.P.Queiroz",NA,NA,NA
"150",NA,"MBM","MBM","343007","Copaifera arenicola (Ducke) J.Costa & L.P.Queiroz","Fabaceae","Copaifera","arenicola",NA,"(Ducke) J.Costa & L.P.Queiroz","Lima, JR","2008-01-10T00:00:00.000+0000",NA,"383","Lima, JR",NA,NA,NA,"Brazil","Ceará","Pacoti","Sítio Canãa",0,0,"Vertente barlavento. Habitat: mata úmida. Hábito/forma de vida: árvore","BRA:MBM:MBM:0000343007",NA,"Copaifera arenicola (Ducke) J.Costa & L.P.Queiroz",NA,NA,NA
"151","2007-03-20T14:26:02.000+0000","K","Herbarium","K000057329","Copaifera cearensis Huber ex Ducke","Fabaceae","Copaifera","cearensis",NA,"Huber ex Ducke","Ducker, A.",NA,NA,"s.n.","Bezerra, P.",NA,NA,NA,"Brazil",NA,NA,"Serra da Aratanha.",NA,NA,NA,"http://specimens.kew.org/herbarium/K000057329",NA,"Copaifera cearensis Huber ex Ducke",NA,NA,NA
