"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","comments","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","new_Lat","new_Lon"
"136",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","130644","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.","M. C. T. B. Messias",NA,NA,"1517",NA,"M. C. T. B. Messias",NA,NA,NA,"brazil","minas gerais","mariana","Bento Rodrigues. Estrada para Santa Rita Durão.",NA,NA,"Ambiente: Mata (na orla). Habito: Árvore, 4,5m.","BRA:CEPLAC:CEPEC:0000130644",NA,"Byrsonima ligustrifolia Mart.",NA,NA,2315,"Mariana",3140001,-43.332093,-20.329725,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,-20.329725,-43.332093
"137",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA109320","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.",NA,NA,NA,"129",NA,"Sampaio, D.",NA,NA,NA,"brazil","sao paulo","cananeia",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA109320",NA,"Byrsonima ligustrifolia Mart.",NA,NA,925,"Cananéia",3509908,-48.007886,-25.018214,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,-25.018214,-48.007886
"138","2017-10-18T02:33:33.000+0000","JBRJ","RB","RB00211503","Byrsonima ligustrifolia var. pubescens (Griseb.) Nied.","Malpighiaceae","Byrsonima","ligustrifolia","pubescens","var. pubescens (Griseb.) Nied.",NA,NA,NA,NA,NA,"L. DAMAZIO",NA,NA,NA,"brazil","minas gerais","itacolomi",NA,NA,NA,NA,"urn:catalog:JBRJ:RB:211503",NA,"Byrsonima ligustrifolia var. pubescens (Griseb.) Nied.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",-44.67333254,-18.45539008,NA,NA
"139",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA109323","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.",NA,NA,NA,"132",NA,"Sampaio, D.",NA,NA,NA,"brazil","sao paulo","cananeia",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA109323",NA,"Byrsonima ligustrifolia Mart.",NA,NA,925,"Cananéia",3509908,-48.007886,-25.018214,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,-25.018214,-48.007886
"140",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","87615","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.","G. Hatschbach",NA,NA,"933",NA,"J. Carneiro",NA,NA,NA,"brazil","parana","morretes","Estrada da Graciosa, Vista Cavalcanti.",NA,NA,"Ambiente: Mata Atlântica. Habito: Árvore, 8m.","BRA:CEPLAC:CEPEC:0000087615",NA,"Byrsonima ligustrifolia Mart.",NA,NA,872,"Morretes",4116208,-48.855729,-25.518545,"PARANA","PR","Paraná",-51.61693027,-24.63581955,-25.518545,-48.855729
"141",NA,"NY","NY","475389","Byrsonima ligustrifolia var. pubescens (Griseb.) Nied.","Malpighiaceae","Byrsonima","ligustrifolia","pubescens","var. pubescens (Griseb.) Nied.","F. J. Niedenzu",NA,NA,"4949",NA,"A. F. M. Glaziou",NA,NA,NA,"brazil","rio de janeiro",NA,"Tijuca",-43.274528,-22.95583,NA,"f3d3555e-115f-4dca-bd97-5bea60e8c0cf",NA,"Byrsonima ligustrifolia var. pubescens (Griseb.) Nied.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rio de Janeiro",-42.66307908,-22.19581555,-22.95583,-43.274528
"142",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA109322","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.",NA,NA,NA,"131",NA,"Sampaio, D.",NA,NA,NA,"brazil","sao paulo","cananeia",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA109322",NA,"Byrsonima ligustrifolia Mart.",NA,NA,925,"Cananéia",3509908,-48.007886,-25.018214,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,-25.018214,-48.007886
"143","2008-07-09T00:00:00.000+0000","BR",NA,"BR0000008578549","Byrsonima ligustrifolia f. oblonga Nied.","Malpighiaceae","Byrsonima","ligustrifolia","oblonga","f. oblonga Nied.",NA,NA,"SYNTYPE","S.N.",NA,"Sellow F.",NA,NA,NA,"brazil",NA,NA,NA,NA,NA,NA,"http://www.botanicalcollections.be/specimen/BR0000008578549",NA,"Byrsonima ligustrifolia f. oblonga Nied.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","121293","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.","E. P. Queiroz",NA,NA,"10434",NA,"M. Sobral",NA,NA,NA,"brazil","tocantins","palmas","Fazenda São João.",NA,NA,"Ambiente: Cerrado. Habito: Arvoreta, 2m.","BRA:CEPLAC:CEPEC:0000121293",NA,"Byrsonima ligustrifolia Mart.",NA,NA,3877,"Palmas",1721000,-48.15252,-10.220926,"TOCANTINS","TO","Tocantins",-48.32919432,-10.14913269,-10.220926,-48.15252
"145",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA109317","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.",NA,NA,NA,"126",NA,"Sampaio, D.",NA,NA,NA,"brazil","sao paulo","cananeia",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA109317",NA,"Byrsonima ligustrifolia Mart.",NA,NA,925,"Cananéia",3509908,-48.007886,-25.018214,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,-25.018214,-48.007886
"146",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA109321","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.",NA,NA,NA,"130",NA,"Sampaio, D.",NA,NA,NA,"brazil","sao paulo","cananeia",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA109321",NA,"Byrsonima ligustrifolia Mart.",NA,NA,925,"Cananéia",3509908,-48.007886,-25.018214,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,-25.018214,-48.007886
