"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","infraspecificEpithet","comments","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","new_Lat","new_Lon"
"305",NA,"Instituto de Botânica, IBT","SP","158096","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","Rosa, PO","2011-11-01T00:00:00.000+0000",NA,"2808",NA,"Landrum, LR",1977,12,4,"brazil","sao paulo","campos do jordao","Hillside north of Capivari.",-45.5,-22.75,NA,"BRA:IBt:SP:0000158096",NA,"Myrcia retorta Cambess.",NA,NA,1455,"Campos do Jordão",3509700,-45.532846,-22.701675,"SAO PAULO","SP","São Paulo",-48.73276064,-22.26541286,-22.75,-45.5
"306",NA,"NY","NY","1552357","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","P. O. Rosa","2013-01-01T00:00:00.000+0000",NA,"3133",NA,"H. de F. LeitÃ£o Filho",1976,10,8,"brazil","sao paulo",NA,"Ca. 10 km SW de JundiaÃ­.  Serra do JapÃ­",-46.8804224762316,-23.1841573526929,NA,"111d88dd-5489-499b-af04-0a6bbffa2639",NA,"Myrcia retorta Cambess.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"São Paulo",-48.73276064,-22.26541286,-23.1841573526929,-46.8804224762316
"307",NA,"UNICAMP","UEC","12003","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg","Meireles, L.D.","2017-01-01T00:00:00.000+0000",NA,"3133",NA,"Leitão Filho, H.F.; Kinoshita, L.S.; Taroda, N.",1976,10,8,"brazil","sao paulo",NA,"Ca. 10 km S.W. de Jundiaí.",0,0,"Arbusto até 3m, nativo no alto da Serra em mata; flores brancas com cálice pardacento.; Serra do Japi. Mata úmida.","BRA:UNICAMP:UEC:0000012003",NA,"Myrcia arborescens Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,"São Paulo",-48.73276064,-22.26541286,-22.26541286,-48.73276064
"308",NA,"MBM","MBM","64950","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg","Silveira, N",NA,NA,"39202",NA,"Hatschbach, G",1976,11,18,"brazil","parana","pirai do sul","Joaquim Murtinho",0,0,NA,"BRA:MBM:MBM:0000064950",NA,"Myrcia arborescens Berg",NA,NA,982,"Piraí do Sul",4119400,-49.937452,-24.470226,"PARANA","PR","Paraná",-51.62375032,-24.6368312,-24.470226,-49.937452
"309",NA,"NY","NY","1522396","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg","N. Silveira",NA,NA,"39202",NA,"G. G. Hatschbach",1976,11,18,"brazil","parana",NA,"Joaquim Murtinho",-49.9489396257074,-24.5299669162616,NA,"69ab4314-a831-4c82-9985-e74d6df8b543",NA,"Myrcia arborescens Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paraná",-51.62375032,-24.6368312,-24.5299669162616,-49.9489396257074
"310",NA,"ASU","ASUPlants","195889","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg",NA,NA,NA,NA,NA,"G. Hatschbach",1976,11,18,"brazil","parana",NA,"Joaquim Murtinho",NA,NA,NA,NA,NA,"Myrcia arborescens Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paraná",-51.62375032,-24.6368312,-24.6368312,-51.62375032
"311",NA,"Instituto de Botânica, IBT","SP","178388","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","Rosa, PO","2011-11-01T00:00:00.000+0000",NA,"15924",NA,"Mattos, J",1974,10,23,"brazil","sao paulo","campos do jordao","Parque Estadual de Campos do Jordão",0,0,NA,"BRA:IBt:SP:0000178388",NA,"Myrcia retorta Cambess.",NA,NA,1455,"Campos do Jordão",3509700,-45.532846,-22.701675,"SAO PAULO","SP","São Paulo",-48.73276064,-22.26541286,-22.701675,-45.532846
"312",NA,"MBM","MBM","31076","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg","Sobral, M",NA,NA,"33489",NA,"Hatschbach, G",1973,12,12,"brazil","parana","pitanga","Rio Batista",0,0,NA,"BRA:MBM:MBM:0000031076",NA,"Myrcia arborescens Berg",NA,NA,957,"Pitanga",4119608,-51.780069,-24.690889,"PARANA","PR","Paraná",-51.62375032,-24.6368312,-24.690889,-51.780069
"313",NA,"MBM","MBM","167956","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg","Sobral, M",NA,NA,"53",NA,"Carvalho, P",1972,10,11,"brazil","parana","irati","Colégio Estadual Florestal de Irati",0,0,NA,"BRA:MBM:MBM:0000167956",NA,"Myrcia arborescens Berg",NA,NA,874,"Irati",4110706,-50.825856,-25.488107,"PARANA","PR","Paraná",-51.62375032,-24.6368312,-25.488107,-50.825856
"314",NA,"UnB","UB","178189","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","Martins, DS",NA,NA,"29211",NA,"Irwin, HS",1971,1,26,"brazil","minas gerais",NA,"Summit of Serra da Caraça",0,0,"Shrub ca. 1.5m tall. Corolla and stamens white.; Sandstone with soil-filled cracks and depressions, with precipitous slopes and valleys.","BRA:UnB:UB:0000178189",NA,"Myrcia retorta Cambess.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",-44.65770348,-18.45798563,-18.45798563,-44.65770348
"315",NA,"Universidade Federal de Santa Catarina (UFSC)","FLOR","16183","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.",NA,"2011-01-01T00:00:00.000+0000",NA,"9913",NA,"Klein, R.M.",1971,11,17,"brazil","santa catarina","palhoca","Morro do Cambirela.",NA,NA,"arvoreta, flor branca, 4m altura","BRA:UFSC:FLOR:0000016183",NA,"Myrcia retorta Cambess.",NA,NA,468,"Palhoça",4211900,-48.671008,-27.779709,"SANTA CATARINA","SC","Santa Catarina",-50.80061735,-26.29853803,-27.779709,-48.671008
"316",NA,"UFRGS","ICN","084974","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg","Legrand, CD","1974-01-01T00:00:00.000+0000",NA,"9913",NA,"Klein; Bresolin",1971,11,17,"brazil","sc","palhoca","Morro do Cambirela",0,0,"Arvoreta de 4 m de altura; flores brancas.; Matinha do topo","BRA:UFRGS:ICN:0000084974",NA,"Myrcia arborescens Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317",NA,"Universidade Federal de Juiz de Fora (UFJF)","CESJ","11296","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","M. Sobral","2003-01-01T00:00:00.000+0000",NA,"CESJ11296",NA,"L. Krieger",1971,12,20,"brazil","parana","ponta grossa",NA,0,0,"Arbusto alto na mata rala, frutos vermelhos.","BRA:UFJF:CESJ:0000011296",NA,"Myrcia retorta Cambess.",NA,NA,912,"Ponta Grossa",4119905,-50.080932,-25.14133,"PARANA","PR","Paraná",-51.62375032,-24.6368312,-25.14133,-50.080932
"318","2017-10-10T17:48:25.000+0000","JBRJ","RB","RB00313845","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","M. Sobral","2005-01-01T00:00:00.000+0000",NA,"11296",NA,"P.L. Krieger",1971,12,20,"brazil","parana","ponta grossa",NA,NA,NA,"Arbustos alto, frutos vermelhos.","urn:catalog:JBRJ:RB:313845",NA,"Myrcia retorta Cambess.",NA,NA,912,"Ponta Grossa",4119905,-50.080932,-25.14133,"PARANA","PR","Paraná",-51.62375032,-24.6368312,-25.14133,-50.080932
"319",NA,"Instituto de Botânica, IBT","SP","348614","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","Sobral, M","2004-01-01T00:00:00.000+0000",NA,"9736",NA,"Krieger, L",1970,12,19,"brazil","minas gerais","itabirito",NA,0,0,"Arbusto, fruto em maturação.","BRA:IBt:SP:0000348614",NA,"Myrcia retorta Cambess.",NA,NA,2344,"Itabirito",3131901,-43.810659,-20.254054,"MINAS GERAIS","MG","Minas Gerais",-44.65770348,-18.45798563,-20.254054,-43.810659
"320","2017-10-10T17:00:02.000+0000","JBRJ","RB","RB00264631","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","M. SOBRAL","2005-01-01T00:00:00.000+0000",NA,"9736/3",NA,"PE LEOPOLDO KRIEGER",1970,12,19,"brazil","minas gerais","itabirito",NA,NA,NA,"ARBUSTO. FRUTO EM MATURAÇÃO.","urn:catalog:JBRJ:RB:264631",NA,"Myrcia retorta Cambess.",NA,NA,2344,"Itabirito",3131901,-43.810659,-20.254054,"MINAS GERAIS","MG","Minas Gerais",-44.65770348,-18.45798563,-20.254054,-43.810659
"321",NA,"Universidade Federal de Juiz de Fora (UFJF)","CESJ","9736","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","M. Sobral","2003-01-01T00:00:00.000+0000",NA,"CESJ9736",NA,"L. Krieger",1970,12,19,"brazil","minas gerais","itabirito",NA,0,0,"Arbusto com frutos em maturação.","BRA:UFJF:CESJ:0000009736",NA,"Myrcia retorta Cambess.",NA,NA,2344,"Itabirito",3131901,-43.810659,-20.254054,"MINAS GERAIS","MG","Minas Gerais",-44.65770348,-18.45798563,-20.254054,-43.810659
"322",NA,"UnB","UB","131487","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg","Silveira, N","1993-01-01T00:00:00.000+0000",NA,"20799",NA,"Hatschbach, G",1969,1,17,"brazil","parana","sao jose dos pinhais","Rio Pequeno",0,0,"Fruto maduro, preto.; Arvoreta 5m.; Capão","BRA:UnB:UB:0000131487",NA,"Myrcia arborescens Berg",NA,NA,856,"São José dos Pinhais",4125506,-49.094709,-25.664044,"PARANA","PR","Paraná",-51.62375032,-24.6368312,-25.664044,-49.094709
"323","2014-12-26T10:27:00.000+0000","MO","MO","3196493","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg",NA,NA,NA,"Hatschbach 20799",NA,"Gert G. Hatschbach|J.F. Fontella",1969,1,17,"brazil","parana",NA,"Mun. Sao Jose dos Pinhais. Rio Pequeno, arvoreta 5 m, fruto preto, capao.",NA,NA,NA,"urn:catalog:MO:Tropicos:3196493","http://www.tropicos.org/Specimen/3196493","Myrcia arborescens Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paraná",-51.62375032,-24.6368312,-24.6368312,-51.62375032
"324",NA,"UnB","UB","131491","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg",NA,NA,NA,"2075",NA,"Ratter, JA",1968,7,4,"brazil","mato grosso",NA,"Close to the Base Camp of the Expedition, ca. 270km N of Xavantina on the Xavantina-São Félix road",-51.866667,-12.9,"Petals pale green.; Shrub 2m.; Cerrado","BRA:UnB:UB:0000131491",NA,"Myrcia arborescens Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mato Grosso",-55.91920097,-12.94959988,-12.9,-51.866667
"325","2008-07-09T10:02:42.000+0000","K","Herbarium","K000262440","Myrcia arborescens Berg","aff.","Myrtaceae","Myrcia","arborescens","Berg",NA,NA,NA,"R2075",NA,"Ratter, J.A.; de Castro, R.A.; Ferreira, A.; Andrelinho",1968,7,4,"brazil",NA,"barra do garcas","Close to base camp. (Base camp 270km. N of Xavantinanon the Xavantina -Sao Felix Road).",-51.87,-12.9,NA,"http://specimens.kew.org/herbarium/K000262440",NA,"Myrcia arborescens Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.9,-51.87
"326",NA,NA,"Botany","U.1444101","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","Lima dos Santos L","2016-05-13T00:00:00.000+0000",NA,NA,NA,"Harley RM; Souza R; Ferreira A",1968,10,1,"brazil",NA,NA,"Central Brazilian Plateau. State of Mato Grosso. C. 2.5 km S.E. of base camp.",-51.766667,-12.816667,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1444101",NA,"Myrcia retorta Cambess.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.816667,-51.766667
"327",NA,"NY","NY","00915541","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg",NA,"1989-10-01T00:00:00.000+0000",NA,"15042",NA,"J. Mattos",1967,8,26,"brazil","minas gerais",NA,"Divisa com estado de SÃ£o Paulo, rodov. Campos do JordÃ£o-ItajubÃ¡, via Fazenda da Guarda",0,0,NA,"f3aa17ce-74f8-41c3-b3f8-223b46c15c1b",NA,"Myrcia arborescens Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",-44.65770348,-18.45798563,-18.45798563,-44.65770348
"328","2015-09-17T08:17:25.000+0000","MNHN","P","P00545074","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","Lima",NA,NA,NA,"17378","Hatschbach, G.",1967,10,10,"brazil",NA,NA,NA,NA,NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00545074",NA,"Myrcia retorta Cambess.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329",NA,"US","Botany","2688900","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.",NA,NA,NA,"17334",NA,"G. Hatschbach",1967,10,5,"brazil","parana",NA,"Pico Caratuva",NA,NA,NA,"http://n2t.net/ark:/65665/318d4c0ef-50a6-4ba6-841c-52ad23ccbaff",NA,"Myrcia retorta Cambess.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paraná",-51.62375032,-24.6368312,-24.6368312,-51.62375032
"330",NA,"MBM","MBM","3604","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg","Silveira, N",NA,NA,"17378",NA,"Hatschbach, G",1967,10,10,"brazil","parana","ponta grossa","Passo do Pupo",0,0,NA,"BRA:MBM:MBM:0000003604",NA,"Myrcia arborescens Berg",NA,NA,912,"Ponta Grossa",4119905,-50.080932,-25.14133,"PARANA","PR","Paraná",-51.62375032,-24.6368312,-25.14133,-50.080932
"331",NA,"MBM","MBM","4166","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg","Silveira, N",NA,NA,"17559",NA,"Hatschbach, G",1967,10,22,"brazil","parana","lapa","Gruta do Monge",0,0,NA,"BRA:MBM:MBM:0000004166",NA,"Myrcia arborescens Berg",NA,NA,844,"Lapa",4113205,-49.871412,-25.770146,"PARANA","PR","Paraná",-51.62375032,-24.6368312,-25.770146,-49.871412
"332",NA,"Instituto de Botânica, IBT","SP","102683","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","Rosa, PO","2011-11-01T00:00:00.000+0000",NA,"14050",NA,"Mattos, J",1966,10,20,"brazil","sao paulo","itarare","Campos de São Pedro, Fazenda Ventania, no Horto Florestal, rodovia Itararé-Bom Sucesso.",0,0,NA,"BRA:IBt:SP:0000102683",NA,"Myrcia retorta Cambess.",NA,NA,1041,"Itararé",3523206,-49.303495,-24.080018,"SAO PAULO","SP","São Paulo",-48.73276064,-22.26541286,-24.080018,-49.303495
"333",NA,"MBM","MBM","14231","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg","Lindeman, J",NA,NA,"2978",NA,"Lindeman, J; Haas, H",1966,11,11,"brazil","parana","ponta grossa","Vila Velha",0,0,NA,"BRA:MBM:MBM:0000014231",NA,"Myrcia arborescens Berg",NA,NA,912,"Ponta Grossa",4119905,-50.080932,-25.14133,"PARANA","PR","Paraná",-51.62375032,-24.6368312,-25.14133,-50.080932
"334",NA,NA,"Botany","U.1450312","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg",NA,NA,NA,NA,NA,"Lindeman JC; Haas JH de",1966,11,11,"brazil",NA,NA,"Brasiliae Australis, Est. Paraná campo along estrada do café near Villa Velha, 20 km SE of Pontagrossa.",NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1450312",NA,"Myrcia arborescens Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335",NA,"Instituto de Botânica, IBT","SP","114295","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","Rosa, PO","2011-11-01T00:00:00.000+0000",NA,"14350",NA,"Mattos, J; Mattos, N",1966,12,15,"brazil","sao paulo","campos do jordao","Fazenda da Guarda, Horto Florestal.",0,0,NA,"BRA:IBt:SP:0000114295",NA,"Myrcia retorta Cambess.",NA,NA,1455,"Campos do Jordão",3509700,-45.532846,-22.701675,"SAO PAULO","SP","São Paulo",-48.73276064,-22.26541286,-22.701675,-45.532846
"336",NA,"Instituto de Botânica, IBT","SP","115811","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","Rosa, PO","2011-11-01T00:00:00.000+0000",NA,"14367",NA,"Mattos, J; Mattos, N",1966,12,15,"brazil","sao paulo","campos do jordao","Fazenda da Guarda, Horto Florestal.",0,0,NA,"BRA:IBt:SP:0000115811",NA,"Myrcia retorta Cambess.",NA,NA,1455,"Campos do Jordão",3509700,-45.532846,-22.701675,"SAO PAULO","SP","São Paulo",-48.73276064,-22.26541286,-22.701675,-45.532846
"337",NA,"Instituto de Botânica, IBT","SP","102547","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","Rosa, PO","2011-11-01T00:00:00.000+0000",NA,"14893",NA,"Mattos, J; Mattos, N",1966,12,10,"brazil","sao paulo","itarare","Campos de São Pedro, Fazenda Ventania.",0,0,NA,"BRA:IBt:SP:0000102547",NA,"Myrcia retorta Cambess.",NA,NA,1041,"Itararé",3523206,-49.303495,-24.080018,"SAO PAULO","SP","São Paulo",-48.73276064,-22.26541286,-24.080018,-49.303495
"338",NA,"Instituto de Botânica, IBT","SP","118808","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","Rosa, PO","2011-11-01T00:00:00.000+0000",NA,"14470",NA,"Mattos, J; Mattos, N",1966,12,17,"brazil","sao paulo","campos do jordao","Fazenda da Guarda, Horto Florestal.",0,0,NA,"BRA:IBt:SP:0000118808",NA,"Myrcia retorta Cambess.",NA,NA,1455,"Campos do Jordão",3509700,-45.532846,-22.701675,"SAO PAULO","SP","São Paulo",-48.73276064,-22.26541286,-22.701675,-45.532846
"339",NA,"NY","NY","1522418","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","M. F. Santos","2012-01-01T00:00:00.000+0000",NA,"14367",NA,"J. Mattos",1966,12,15,"brazil","sao paulo",NA,"Campos do Jordao, Fazenda da Guarda, Horto Florestal",-45.48067,-22.690526,NA,"5f1667b0-dc99-461d-b4bf-4e0002e0c79f",NA,"Myrcia retorta Cambess.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"São Paulo",-48.73276064,-22.26541286,-22.690526,-45.48067
"340","2015-09-05T07:30:57.000+0000","MNHN","P","P04776617","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","Lima",NA,NA,NA,"14367","Mattos, J.|Mattos, N.",1966,12,15,"brazil","sao paulo",NA,NA,NA,NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p04776617",NA,"Myrcia retorta Cambess.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"São Paulo",-48.73276064,-22.26541286,-22.26541286,-48.73276064
"341","2017-10-10T21:37:13.000+0000","JBRJ","RB","RB00313858","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","M. Sobral","2005-01-01T00:00:00.000+0000",NA,"8936",NA,"A.P. Duarte; E. Pereira",1965,9,19,"brazil","minas gerais","diamantina",NA,NA,NA,"Arbusto 1,5m, flor alva.","urn:catalog:JBRJ:RB:313858",NA,"Myrcia retorta Cambess.",NA,NA,2798,"Diamantina",3121605,-43.610232,-17.993337,"MINAS GERAIS","MG","Minas Gerais",-44.65770348,-18.45798563,-17.993337,-43.610232
"342",NA,"MBM","MBM","49562","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg","Silveira, N",NA,NA,"11794",NA,"Hatschbach, G",1964,11,1,"brazil","parana","castro","Carambeí, Rio São João",0,0,NA,"BRA:MBM:MBM:0000049562",NA,"Myrcia arborescens Berg",NA,NA,947,"Castro",4104907,-49.841581,-24.799901,"PARANA","PR","Paraná",-51.62375032,-24.6368312,-24.799901,-49.841581
"343",NA,"Universidade Federal de Santa Catarina (UFSC)","FLOR","1641","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","Legrand, C.D.","2011-01-01T00:00:00.000+0000",NA,"4595",NA,"Klein, R.M.",1963,11,12,"brazil","parana","palmeira","Witmarsum.",NA,NA,"arvoreta com casca rugosa, 6m altura","BRA:UFSC:FLOR:0000001641",NA,"Myrcia retorta Cambess.",NA,NA,882,"Palmeira",4117701,-50.056665,-25.443035,"PARANA","PR","Paraná",-51.62375032,-24.6368312,-25.443035,-50.056665
"344",NA,"MBM","MBM","49558","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg","Legrand, CD",NA,NA,"9491",NA,"Hatschbach, G",1962,11,26,"brazil","parana","quatro barras","Campininha",0,0,NA,"BRA:MBM:MBM:0000049558",NA,"Myrcia arborescens Berg",NA,NA,890,"Quatro Barras",4120804,-48.994742,-25.369279,"PARANA","PR","Paraná",-51.62375032,-24.6368312,-25.369279,-48.994742
"345",NA,"US","Botany","2535344","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.",NA,NA,NA,"3181",NA,"R. M. Klein",1962,12,4,"brazil","santa catarina",NA,"Alto da Serra, Encruzilhada.",NA,NA,NA,"http://n2t.net/ark:/65665/390b26021-4158-4dc7-832a-f7fcc825f11c",NA,"Myrcia retorta Cambess.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Santa Catarina",-50.80061735,-26.29853803,-26.29853803,-50.80061735
"346",NA,NA,"Botany","L.2527225","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg",NA,NA,NA,NA,NA,"Klein RM",1962,12,4,"brazil",NA,NA,"Plantas de Santa Catarina, Alto da Serra, Encruzilhada, Lajes.",NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/L.2527225",NA,"Myrcia arborescens Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347",NA,"NY","NY","616045","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg","C. M. D. E. Legrand","1963-01-01T00:00:00.000+0000",NA,"3178",NA,"R. M. Klein",1962,12,4,"brazil","santa catarina",NA,"Alto da Serra, Encruzilhada, Lajes",-50.3264846424617,-27.8200088378656,NA,"85b67f60-b901-4750-a967-f2640f21bcf5",NA,"Myrcia arborescens Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Santa Catarina",-50.80061735,-26.29853803,-27.8200088378656,-50.3264846424617
"348",NA,"MBM","MBM","49565","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg","Legrand, CD",NA,NA,"9544",NA,"Hatschbach, G",1962,12,5,"brazil","parana","pien","Campina dos Crispim",0,0,NA,"BRA:MBM:MBM:0000049565",NA,"Myrcia arborescens Berg",NA,NA,810,"Piên",4119103,-49.453353,-26.090056,"PARANA","PR","Paraná",-51.62375032,-24.6368312,-26.090056,-49.453353
"349",NA,"UFRGS","ICN","194897","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg","Sobral, M","2002-01-01T00:00:00.000+0000",NA,"s.n.",NA,"Roth, L",1961,9,16,"brazil","mg","lagoa comprida","BR3 - km 425",0,0,"Subarbusto do cerrado, na baixada úmida da serra.","BRA:UFRGS:ICN:0000194897",NA,"Myrcia arborescens Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350",NA,"Universidade Federal de Juiz de Fora (UFJF)","CESJ","16586","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","M. Sobral","2004-01-01T00:00:00.000+0000",NA,"s.n.",NA,"L. Roth",1961,9,16,"brazil","minas gerais","lagoa comprida",NA,0,0,NA,"BRA:UFJF:CESJ:0000016586",NA,"Myrcia retorta Cambess.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",-44.65770348,-18.45798563,NA,NA
"351",NA,"MBM","MBM","49564","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg","Legrand, CD",NA,NA,"8549",NA,"Hatschbach, G",1961,11,15,"brazil","parana","sao jose dos pinhais","Rio Pequeno",0,0,NA,"BRA:MBM:MBM:0000049564",NA,"Myrcia arborescens Berg",NA,NA,856,"São José dos Pinhais",4125506,-49.094709,-25.664044,"PARANA","PR","Paraná",-51.62375032,-24.6368312,-25.664044,-49.094709
"352",NA,"USP","SPFW","1086","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg","C.D.Legrand 1963",NA,NA,"10412",NA,"Reitz & Klein",1960,1,1,"brazil","santa catarina","sao jose","Serra da Boa Vista",NA,NA,NA,"BRA:USP:SPFW:0000001086",NA,"Myrcia arborescens Berg",NA,NA,521,"São José",4216602,-48.672899,-27.577183,"SANTA CATARINA","SC","Santa Catarina",-50.80061735,-26.29853803,-27.577183,-48.672899
"353","2008-07-09T10:02:42.000+0000","K","Herbarium","K000262441","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg","Legrand, C.D.",NA,NA,"10412",NA,"Klein, R.M.; Reitz, P.R",1960,11,10,"brazil",NA,"sao jose","Serra da Boa Vista",-48.88,-27.35,NA,"http://specimens.kew.org/herbarium/K000262441",NA,"Myrcia arborescens Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.35,-48.88
"354",NA,"UFRGS","ICN","004362","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg","Legrand, CD","1963-01-01T00:00:00.000+0000",NA,"10412",NA,"Reitz; Klein",1960,11,10,"brazil","sc","sao jose","Serra da Boa Vista",0,0,"Árvore de 15 m de altura; flor branca; lenho na xiloteca.; Matinha","BRA:UFRGS:ICN:0000004362",NA,"Myrcia arborescens Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355",NA,"MBM","MBM","49528","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg","Silveira, N",NA,NA,"6441",NA,"Hatschbach, G",1959,11,12,"brazil","parana","bocaiuva do sul","Cabeça de Anta",0,0,NA,"BRA:MBM:MBM:0000049528",NA,"Myrcia arborescens Berg",NA,NA,917,"Bocaiúva do Sul",4103107,-48.936148,-25.115966,"PARANA","PR","Paraná",-51.62375032,-24.6368312,-25.115966,-48.936148
