"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"59",NA,"Instituto de Botânica, IBT","SP","349071","Plinia pseudodichasiantha (Kiaersk.) G.M.Barroso ex Sobral",NA,"Myrtaceae","Plinia","pseudodichasiantha","(Kiaersk.) G.M.Barroso ex Sobral","Santos, MF","2010-10-01T00:00:00.000+0000",NA,"19279",NA,"Hatschbach, G",1968,5,30,"Brazil","Paraná","Morretes","Rio Sagrado de Cima",0,0,NA,"BRA:IBt:SP:0000349071","Plinia pseudodichasiantha (Kiaersk.) G.M.Barroso ex Sobral"
"60",NA,"Cenargen","CEN","55501","Eugenia pseudodichasiantha Kiaersk.",NA,"Myrtaceae","Plinia","pseudodichasiantha","Kiaersk.","J. E. Q. Faria Júnior",NA,NA,"9685",NA,"João Mattos",1962,1,5,"Brazil","Rj","PETROPOLIS","Serra da Estrela, Secretário, na base do Morro Maria Comprida.",NA,NA,"Árvore fina, de 4,5 m de altura. Na mata virgem. Flores brancas e frutos imaturos. Doação do Instituto de Botânica - SP. São Paulo.","BRA:Cenargen:CEN:0000055501","Eugenia pseudodichasiantha Kiaersk."
"61",NA,"NY","NY","557915","Plinia pseudodichasiantha (Kiaersk.) G.M.Barroso ex Sobral",NA,"Myrtaceae","Plinia","pseudodichasiantha","(Kiaersk.) G.M.Barroso ex Sobral","J. E. Q. de Faria","2012-01-01T00:00:00.000+0000",NA,"9685",NA,"J. R. Mattos",1962,1,5,"Brazil","Rio de Janeiro",NA,"Petropolis, Serra da Estrela, SecretÃ¡rio, na base do Morro Maria Comprida",-43.1784660501561,-22.5088534051515,NA,"1ef7cb0f-d44a-40c1-b0f5-1b4ace868fda","Plinia pseudodichasiantha (Kiaersk.) G.M.Barroso ex Sobral"
"66",NA,"UEFS","HUEFS","87389","Eugenia pseudodichasiantha Kiaersk.",NA,"Myrtaceae","Plinia","pseudodichasiantha","Kiaersk.",NA,NA,NA,"13482",NA,"Glaziou, A.",1893,NA,NA,"Brazil","Rio de Janeiro",NA,"Alto Maché.",NA,NA,NA,"BRA:UEFS:HUEFS:0000087389","Eugenia pseudodichasiantha Kiaersk."
"67","2015-09-04T20:39:01.000+0000","MNHN","P","P05131001","Eugenia pseudodichasiantha Kiaersk.",NA,"Myrtaceae","Plinia","pseudodichasiantha","Kiaersk.",NA,NA,NA,NA,13452,"Glaziou",1881,6,14,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p05131001","Eugenia pseudodichasiantha Kiaersk."
"69",NA,"US","Botany","1124133","Eugenia pseudodichasiantha Kiaersk.",NA,"Myrtaceae","Plinia","pseudodichasiantha","Kiaersk.",NA,NA,"ISOTYPE","13452",NA,"ex herb. Glaziou",1881,11,14,"Brazil","Rio de Janeiro",NA,"Alto Macabe.",NA,NA,NA,"http://n2t.net/ark:/65665/366de8d88-cbb1-4c4d-8415-4d9467e4bb88","Eugenia pseudodichasiantha Kiaersk."
"70","2013-11-08T11:23:36.000+0000","K","Herbarium","K000974370","Plinia pseudodichasiantha (Kiaersk.) G.M.Barroso ex Sobral",NA,"Myrtaceae","Plinia","pseudodichasiantha","(Kiaersk.) G.M.Barroso ex Sobral",NA,NA,NA,"13452",NA,"Glaziou, A.F.M.",1881,11,14,"Brazil",NA,NA,"Alto Macahe",NA,NA,NA,"http://specimens.kew.org/herbarium/K000974370","Plinia pseudodichasiantha (Kiaersk.) G.M.Barroso ex Sobral"
"75",NA,"F","Botany",NA,"Eugenia pseudodichasiantha Kiaersk.",NA,"Myrtaceae","Plinia","pseudodichasiantha","Kiaersk.",NA,NA,"HOLOTYPE","13452",NA,"A. F. M. Glaziou",NA,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"7c87985c-643d-420d-bae7-c560b06ceade","Eugenia pseudodichasiantha Kiaersk."
"76",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA109393","Plinia pseudodichasiantha (Kiaersk.) G.M.Barroso ex Sobral",NA,"Myrtaceae","Plinia","pseudodichasiantha","(Kiaersk.) G.M.Barroso ex Sobral",NA,NA,NA,"548",NA,"Duarte, A.R.",NA,NA,NA,"Brazil","São Paulo","Sete Barras",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA109393","Plinia pseudodichasiantha (Kiaersk.) G.M.Barroso ex Sobral"
"78",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA052039","Plinia pseudodichasiantha (Kiaersk.) G.M.Barroso ex Sobral",NA,"Myrtaceae","Plinia","pseudodichasiantha","(Kiaersk.) G.M.Barroso ex Sobral","Kuntz, J.","2011-01-01T00:00:00.000+0000",NA,"474",NA,"Lima, R.A.F.",NA,NA,NA,"Brazil","São Paulo","Sete Barras","Parcela permanente - Parque Estadual de Carlos Botelho",NA,NA,NA,"BRA:ESALQ:ESA:0ESA052039","Plinia pseudodichasiantha (Kiaersk.) G.M.Barroso ex Sobral"
